TeamId,OpponentId,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveRebounds,ThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentage,FieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
1610612765,1610612741,1,11,64,19,45,29,8,0.276,46,27,0.587,124,56,0.452,28,7,4,35
1610612750,1610612740,1,13,43,5,38,28,13,0.464,23,19,0.826,86,56,0.651,41,14,8,20
1610612741,1610612765,0,17,62,20,42,22,5,0.227,44,39,0.886,120,50,0.417,21,5,9,35
1610612758,1610612756,1,15,46,10,36,23,9,0.391,34,27,0.794,87,53,0.609,30,9,2,23
1610612746,1610612745,1,13,41,9,32,37,22,0.595,33,24,0.727,91,47,0.516,28,10,6,30
1610612753,1610612751,1,10,35,5,30,27,14,0.519,19,13,0.684,91,56,0.615,40,11,5,29
1610612738,1610612746,1,10,43,8,35,33,13,0.394,37,32,0.865,95,47,0.495,34,5,2,33
1610612760,1610612753,1,21,62,22,40,27,8,0.296,38,31,0.816,110,50,0.455,19,8,9,28
1610612757,1610612744,1,13,48,8,40,30,17,0.567,23,16,0.696,97,52,0.536,28,12,4,21
1610612744,1610612757,1,13,43,11,32,30,18,0.6,22,18,0.818,88,50,0.568,30,5,8,23
1610612753,1610612760,0,18,49,14,35,33,12,0.364,38,30,0.789,106,47,0.443,25,10,10,31
1610612744,1610612756,1,24,53,11,42,38,22,0.579,31,21,0.677,81,46,0.568,32,7,9,26
1610612746,1610612738,0,14,44,9,35,30,12,0.4,50,34,0.68,85,44,0.518,25,7,9,29
1610612744,1610612764,1,18,49,11,38,41,20,0.488,29,16,0.552,93,49,0.527,35,10,5,24
1610612744,1610612740,1,10,38,3,35,30,17,0.567,35,25,0.714,84,46,0.548,26,10,4,24
1610612758,1610612742,1,11,41,6,35,20,9,0.45,30,22,0.733,82,51,0.622,32,11,3,18
