TeamId,OpponentId,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveRebounds,ThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentage,FieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
1610612756,1610612751,1,12,39,11,28,31,17,0.548,27,22,0.815,117,61,0.521,43,10,5,28
1610612751,1610612756,0,17,50,10,40,21,10,0.476,31,27,0.871,107,60,0.561,37,2,3,29
1610612752,1610612765,1,18,47,11,36,17,5,0.294,63,48,0.762,87,49,0.563,24,4,5,29
1610612764,1610612747,1,9,45,9,36,22,12,0.545,60,47,0.783,87,44,0.506,24,5,2,26
1610612765,1610612752,0,10,56,27,29,25,7,0.28,36,30,0.833,123,54,0.439,22,6,6,40
1610612763,1610612744,1,11,50,16,34,22,12,0.545,35,26,0.743,95,53,0.558,38,6,11,17
1610612764,1610612756,1,11,48,9,39,19,10,0.526,29,26,0.897,101,54,0.535,13,9,0,26
1610612747,1610612764,0,14,44,12,32,44,19,0.432,30,24,0.8,100,49,0.49,36,6,6,36
1610612743,1610612744,1,19,39,15,24,23,8,0.348,35,28,0.8,94,52,0.553,42,15,6,26
1610612756,1610612764,0,12,46,12,34,43,13,0.302,28,22,0.786,105,52,0.495,34,2,7,22
1610612756,1610612763,1,13,38,10,28,34,14,0.412,28,23,0.821,90,50,0.556,36,9,2,17
1610612754,1610612749,1,24,52,20,32,18,4,0.222,54,44,0.815,89,44,0.494,28,14,8,32
1610612744,1610612764,1,20,36,9,27,25,10,0.4,34,27,0.794,84,49,0.583,34,13,1,25
1610612758,1610612766,1,18,29,6,23,22,14,0.636,50,37,0.74,67,42,0.627,24,9,3,21
1610612757,1610612763,1,15,49,16,33,15,8,0.533,33,25,0.758,105,51,0.486,27,14,1,34
1610612744,1610612763,0,12,42,15,27,46,18,0.391,24,21,0.875,101,48,0.475,33,6,7,26
1610612763,1610612760,1,17,40,8,32,21,11,0.524,42,33,0.786,88,45,0.511,25,12,5,31
1610612763,1610612743,1,16,38,14,24,6,4,0.667,43,33,0.767,83,48,0.578,29,14,6,21
1610612766,1610612747,1,16,64,20,44,22,6,0.273,38,33,0.868,112,47,0.42,26,6,5,32
1610612763,1610612757,0,20,50,13,37,24,11,0.458,39,27,0.692,89,47,0.528,23,5,9,33
1610612763,1610612762,1,12,35,8,27,26,16,0.615,35,26,0.743,87,45,0.517,34,8,6,27
1610612747,1610612758,1,19,51,16,35,23,9,0.391,44,31,0.705,88,46,0.523,23,4,4,42
1610612747,1610612762,1,15,43,11,32,17,8,0.471,44,34,0.773,75,45,0.6,27,9,5,27
1610612743,1610612756,1,16,47,11,36,14,5,0.357,31,24,0.774,89,51,0.573,35,12,8,18
1610612744,1610612766,1,15,42,10,32,17,10,0.588,44,33,0.75,79,44,0.557,31,16,9,25
1610612756,1610612750,1,8,49,12,37,22,8,0.364,19,15,0.789,95,54,0.568,26,6,6,21
1610612762,1610612757,1,12,49,13,36,10,5,0.5,42,35,0.833,77,45,0.584,33,7,7,26
1610612762,1610612763,0,14,56,18,38,14,5,0.357,29,17,0.586,98,54,0.551,39,4,9,32
1610612756,1610612742,1,19,38,11,27,17,7,0.412,30,24,0.8,88,49,0.557,26,7,8,26
1610612764,1610612761,1,17,49,17,32,23,10,0.435,35,29,0.829,88,45,0.511,29,8,10,24
1610612749,1610612754,0,21,39,12,27,24,11,0.458,38,26,0.684,94,46,0.489,24,11,3,39
1610612759,1610612744,1,13,51,11,40,23,13,0.565,19,18,0.947,94,49,0.521,37,5,5,18
1610612744,1610612743,0,26,39,15,24,26,8,0.308,24,15,0.625,93,53,0.57,30,8,5,28
1610612764,1610612744,0,26,44,17,27,34,13,0.382,28,19,0.679,90,48,0.533,36,13,2,28
1610612763,1610612747,1,20,50,14,36,20,6,0.3,49,36,0.735,87,43,0.494,22,12,8,22
1610612756,1610612744,1,15,46,11,35,32,12,0.375,13,8,0.615,104,54,0.519,34,11,5,24
1610612738,1610612763,1,15,32,10,22,15,9,0.6,39,27,0.692,80,46,0.575,25,9,4,26
1610612758,1610612747,0,11,36,11,25,17,3,0.176,58,43,0.741,84,41,0.488,21,7,1,38
1610612742,1610612756,0,19,55,27,28,18,10,0.556,31,23,0.742,104,47,0.452,18,8,3,29
1610612757,1610612766,1,11,45,11,34,20,11,0.55,23,18,0.783,84,49,0.583,34,8,5,22
1610612756,1610612764,1,15,39,6,33,33,13,0.394,21,18,0.857,79,48,0.608,35,5,4,19
1610612756,1610612758,1,13,50,15,35,31,14,0.452,22,19,0.864,95,47,0.495,32,6,7,19
1610612756,1610612762,1,12,42,6,36,23,10,0.435,31,30,0.968,82,43,0.524,31,11,7,23
1610612744,1610612762,1,17,45,10,35,21,11,0.524,30,21,0.7,85,47,0.553,29,15,11,30
1610612756,1610612742,1,11,31,3,28,21,12,0.571,23,22,0.957,71,46,0.648,25,6,4,19
1610612747,1610612758,1,14,41,7,34,22,9,0.409,22,17,0.773,81,50,0.617,34,8,6,21
1610612759,1610612744,1,19,46,3,43,17,10,0.588,35,30,0.857,72,43,0.597,33,9,3,22
1610612741,1610612749,1,19,36,7,29,25,11,0.44,28,21,0.75,88,47,0.534,30,3,5,23
1610612766,1610612752,1,10,29,3,26,18,10,0.556,27,20,0.741,81,48,0.593,30,8,10,25
1610612764,1610612758,1,18,51,20,31,22,11,0.5,39,27,0.692,89,44,0.494,20,10,2,23
1610612760,1610612763,0,25,44,12,32,18,9,0.5,36,29,0.806,91,44,0.484,25,6,5,30
1610612744,1610612758,1,12,44,12,32,27,15,0.556,36,25,0.694,81,43,0.531,33,10,5,24
1610612744,1610612758,1,17,51,18,33,28,11,0.393,30,22,0.733,95,46,0.484,19,11,4,29
1610612756,1610612743,1,14,40,11,29,20,10,0.5,21,17,0.81,89,49,0.551,30,12,6,27
1610612744,1610612756,1,14,44,11,33,31,13,0.419,14,9,0.643,98,51,0.52,29,8,4,23
1610612745,1610612755,1,7,54,12,42,25,11,0.44,16,15,0.938,92,49,0.533,29,10,4,18
1610612739,1610612758,1,20,51,10,41,23,13,0.565,21,19,0.905,85,46,0.541,35,12,6,24
1610612738,1610612750,1,18,57,23,34,17,7,0.412,46,37,0.804,88,40,0.455,27,6,2,22
1610612739,1610612744,1,17,48,16,32,22,12,0.545,39,28,0.718,85,42,0.494,26,12,3,25
1610612763,1610612758,1,20,47,8,39,21,8,0.381,43,34,0.791,70,41,0.586,25,2,10,21
