Team,Opponent,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveReboundsThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentageFieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
HOU,LAL,W,14,58,12,46,26,11,0.423,28,22,0.786,97,56,0.577,33,8,9,22
MIN,LAL,W,21,49,9,40,18,8,0.444,40,33,0.825,76,51,0.671,33,6,2,14
LAC,LAL,W,18,64,16,48,26,12,0.462,22,16,0.727,103,57,0.553,34,16,5,21
POR,PHI,W,19,46,15,31,37,21,0.568,20,14,0.7,93,52,0.559,41,9,8,16
DEN,NOP,W,11,40,8,32,27,15,0.556,25,18,0.72,92,52,0.565,33,8,12,29
DEN,LAL,W,15,58,17,41,29,12,0.414,24,19,0.792,99,53,0.535,32,12,8,25
LAC,HOU,W,12,38,9,29,38,15,0.395,28,24,0.857,94,49,0.521,33,7,7,29
UTA,MIN,W,19,60,22,38,24,6,0.25,29,24,0.828,108,53,0.491,30,10,9,34
NOP,PHI,W,13,43,10,33,28,13,0.464,27,18,0.667,86,52,0.605,30,11,17,25
DEN,LAL,W,13,43,7,36,24,14,0.583,21,12,0.571,99,54,0.545,36,8,4,24
WAS,TOR,W,16,57,18,39,22,5,0.227,37,27,0.73,108,51,0.472,22,10,7,32
HOU,LAL,W,15,56,19,37,35,18,0.514,25,12,0.48,104,52,0.5,28,15,6,15
POR,CHA,W,17,52,12,40,33,21,0.636,7,5,0.714,93,54,0.581,34,8,2,25
SAS,DEN,W,14,51,11,40,24,13,0.542,14,10,0.714,98,55,0.561,37,6,10,25
NOP,LAL,W,15,39,9,30,17,7,0.412,40,33,0.825,77,46,0.597,29,9,2,23
MIN,DEN,W,18,50,14,36,16,4,0.25,64,52,0.813,80,38,0.475,21,10,0,22
OKC,LAL,W,18,60,13,47,30,13,0.433,30,28,0.933,89,45,0.506,24,10,11,27
NOP,CHI,W,11,54,22,32,23,11,0.478,27,20,0.741,113,50,0.442,25,9,5,34
MIN,UTA,L,15,45,13,32,25,8,0.32,54,42,0.778,97,40,0.412,24,12,5,24
GSW,MIN,W,15,51,19,32,37,15,0.405,19,17,0.895,101,49,0.485,31,13,4,27
LAL,HOU,L,11,33,5,28,32,14,0.438,35,28,0.8,95,44,0.463,38,8,7,20
HOU,DEN,W,15,50,15,35,36,13,0.361,40,27,0.675,98,45,0.459,24,15,10,19
GSW,UTA,W,16,45,6,39,33,17,0.515,9,9,1.0,90,52,0.578,34,9,2,23
MIL,PHI,W,23,47,20,27,20,12,0.6,29,22,0.759,84,48,0.571,32,7,6,21
BKN,PHI,W,21,42,4,38,35,21,0.6,26,15,0.577,78,47,0.603,35,10,2,20
POR,UTA,W,21,50,17,33,23,17,0.739,24,21,0.875,83,46,0.554,26,9,5,17
HOU,MIN,W,15,44,9,35,38,16,0.421,19,15,0.789,85,49,0.576,36,11,7,20
PHX,ATL,W,15,41,7,34,24,15,0.625,30,26,0.867,80,44,0.55,29,9,5,21
TOR,WAS,L,18,50,11,39,30,12,0.4,36,27,0.75,100,45,0.45,29,10,5,35
HOU,SAC,W,21,45,7,38,22,11,0.5,42,36,0.857,72,41,0.569,25,5,6,26
ORL,NYK,W,11,49,7,42,16,9,0.563,26,22,0.846,99,49,0.495,29,7,3,19
LAC,DAL,W,12,38,11,27,34,17,0.5,37,28,0.757,83,42,0.506,34,6,4,17
DEN,BOS,W,21,56,14,42,31,14,0.452,38,29,0.763,83,43,0.518,30,5,10,28
DAL,OKC,W,20,48,12,36,38,15,0.395,28,23,0.821,90,45,0.5,27,14,4,22
PHX,OKC,W,14,44,11,33,27,15,0.556,39,29,0.744,80,42,0.525,21,6,2,24
DEN,MIN,L,18,41,9,32,33,12,0.364,25,16,0.64,95,50,0.526,23,9,5,37
CHI,ORL,W,18,59,18,41,33,12,0.364,23,20,0.87,113,48,0.425,31,9,6,22
CHI,NOP,L,17,55,16,39,23,8,0.348,34,24,0.706,101,48,0.475,34,4,7,23
LAL,NYK,W,17,38,8,30,28,18,0.643,15,13,0.867,83,48,0.578,32,10,2,23
PHX,MIN,W,19,42,9,33,27,12,0.444,29,23,0.793,80,46,0.575,16,5,4,29
POR,DAL,W,15,55,14,41,26,9,0.346,28,26,0.929,90,46,0.511,26,6,4,20
OKC,GSW,W,18,41,12,29,22,9,0.409,33,24,0.727,81,47,0.58,23,13,4,26
BKN,ATL,W,19,40,12,28,27,16,0.593,7,5,0.714,91,53,0.582,38,7,4,21
DAL,LAC,L,9,47,17,30,25,12,0.48,21,13,0.619,97,51,0.526,37,7,2,24
ATL,CLE,W,21,42,10,32,34,11,0.324,19,14,0.737,103,51,0.495,33,13,5,24
CLE,PHI,W,19,50,14,36,31,13,0.419,29,22,0.759,102,46,0.451,28,10,10,21
LAL,DEN,L,14,47,12,35,27,12,0.444,30,24,0.8,97,45,0.464,30,8,6,21
LAL,SAC,W,17,31,2,29,27,19,0.704,16,11,0.688,80,48,0.6,35,5,11,25
GSW,NYK,W,15,49,12,37,35,14,0.4,31,24,0.774,92,44,0.478,25,11,5,21
DET,DEN,W,10,40,13,27,20,8,0.4,23,18,0.783,98,50,0.51,28,11,5,16
PHX,MIL,W,15,36,8,28,23,12,0.522,32,30,0.938,78,42,0.538,28,8,4,29
LAC,TOR,W,7,32,8,24,22,12,0.545,25,22,0.88,84,46,0.548,20,10,1,23
HOU,POR,W,19,52,17,35,33,16,0.485,24,20,0.833,86,45,0.523,27,5,3,18
MIN,PHI,W,13,53,14,39,26,16,0.615,23,18,0.783,100,46,0.46,28,13,6,14
PHI,ORL,W,23,56,20,36,29,11,0.379,33,23,0.697,96,46,0.479,20,10,4,27
SAS,CLE,W,15,37,6,31,24,16,0.667,23,18,0.783,80,46,0.575,30,9,5,17
LAC,GSW,W,19,44,16,28,28,9,0.321,50,33,0.66,85,42,0.494,27,15,4,30
TOR,PHI,W,7,35,10,25,25,12,0.48,37,31,0.838,82,41,0.5,25,2,7,16
DEN,HOU,L,21,54,15,39,31,14,0.452,13,9,0.692,107,51,0.477,28,8,8,24
SAS,LAL,W,12,52,9,43,27,12,0.444,16,13,0.813,95,50,0.526,34,9,6,21
LAL,NOP,L,14,30,11,19,22,10,0.455,31,23,0.742,85,46,0.541,29,9,5,26
OKC,PHI,W,22,57,9,48,20,7,0.35,43,32,0.744,76,43,0.566,31,12,10,22
LAC,OKC,W,17,44,10,34,30,13,0.433,39,28,0.718,81,42,0.519,26,8,2,23
SAS,WAS,W,20,53,11,42,28,9,0.321,25,20,0.8,98,48,0.49,30,8,9,27
ATL,PHI,W,18,46,9,37,16,8,0.5,34,27,0.794,89,45,0.506,36,15,4,22
DEN,SAC,W,12,37,6,31,25,10,0.4,40,31,0.775,81,42,0.519,28,11,5,25
NYK,CHA,W,5,42,12,30,27,14,0.519,11,11,1.0,90,50,0.556,23,7,4,19
ORL,CHI,L,18,52,8,44,26,6,0.231,16,13,0.813,104,53,0.51,24,9,5,28
CLE,ATL,L,24,45,11,34,21,8,0.381,26,19,0.731,94,49,0.521,22,9,8,19
ORL,PHI,L,20,34,8,26,26,6,0.231,32,25,0.781,94,47,0.5,28,13,3,27
PHI,CLE,L,19,44,9,35,27,11,0.407,23,20,0.87,99,47,0.475,24,10,3,22
GSW,LAL,W,15,48,7,41,27,15,0.556,23,18,0.783,86,46,0.535,34,8,9,22
POR,LAL,W,10,50,11,39,29,13,0.448,21,19,0.905,99,46,0.465,32,10,5,18
SAC,MIL,W,12,44,13,31,20,7,0.35,36,29,0.806,86,44,0.512,19,5,3,23
CHA,POR,W,5,50,12,38,19,8,0.421,19,18,0.947,94,49,0.521,28,7,8,19
HOU,UTA,W,19,46,8,38,25,13,0.52,26,19,0.731,79,46,0.582,31,7,12,22
MIA,CHA,W,7,36,10,26,28,16,0.571,20,16,0.8,83,46,0.554,18,7,3,18
POR,BKN,W,13,53,13,40,31,13,0.419,21,19,0.905,86,46,0.535,29,6,6,15
