Team,Opponent,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveReboundsThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentageFieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
PHX,NJN,W,12,39,11,28,31,17,0.548,27,22,0.815,117,61,0.521,43,10,5,28
NJN,PHX,L,17,50,10,40,21,10,0.476,31,27,0.871,107,60,0.561,37,2,3,29
NYK,DET,W,18,47,11,36,17,5,0.294,63,48,0.762,87,49,0.563,24,4,5,29
WAS,LAL,W,9,45,9,36,22,12,0.545,60,47,0.783,87,44,0.506,24,5,2,26
DET,NYK,L,10,56,27,29,25,7,0.28,36,30,0.833,123,54,0.439,22,6,6,40
MEM,GSW,W,11,50,16,34,22,12,0.545,35,26,0.743,95,53,0.558,38,6,11,17
WAS,PHX,W,11,48,9,39,19,10,0.526,29,26,0.897,101,54,0.535,13,9,0,26
LAL,WAS,L,14,44,12,32,44,19,0.432,30,24,0.8,100,49,0.49,36,6,6,36
DEN,GSW,W,19,39,15,24,23,8,0.348,35,28,0.8,94,52,0.553,42,15,6,26
PHX,WAS,L,12,46,12,34,43,13,0.302,28,22,0.786,105,52,0.495,34,2,7,22
PHX,MEM,W,13,38,10,28,34,14,0.412,28,23,0.821,90,50,0.556,36,9,2,17
IND,MIL,W,24,52,20,32,18,4,0.222,54,44,0.815,89,44,0.494,28,14,8,32
GSW,WAS,W,20,36,9,27,25,10,0.4,34,27,0.794,84,49,0.583,34,13,1,25
SAC,CHA,W,18,29,6,23,22,14,0.636,50,37,0.74,67,42,0.627,24,9,3,21
POR,MEM,W,15,49,16,33,15,8,0.533,33,25,0.758,105,51,0.486,27,14,1,34
GSW,MEM,L,12,42,15,27,46,18,0.391,24,21,0.875,101,48,0.475,33,6,7,26
MEM,SEA,W,17,40,8,32,21,11,0.524,42,33,0.786,88,45,0.511,25,12,5,31
MEM,DEN,W,16,38,14,24,6,4,0.667,43,33,0.767,83,48,0.578,29,14,6,21
CHA,LAL,W,16,64,20,44,22,6,0.273,38,33,0.868,112,47,0.42,26,6,5,32
MEM,POR,L,20,50,13,37,24,11,0.458,39,27,0.692,89,47,0.528,23,5,9,33
MEM,UTA,W,12,35,8,27,26,16,0.615,35,26,0.743,87,45,0.517,34,8,6,27
LAL,SAC,W,19,51,16,35,23,9,0.391,44,31,0.705,88,46,0.523,23,4,4,42
LAL,UTA,W,15,43,11,32,17,8,0.471,44,34,0.773,75,45,0.6,27,9,5,27
DEN,PHX,W,16,47,11,36,14,5,0.357,31,24,0.774,89,51,0.573,35,12,8,18
GSW,CHA,W,15,42,10,32,17,10,0.588,44,33,0.75,79,44,0.557,31,16,9,25
PHX,MIN,W,8,49,12,37,22,8,0.364,19,15,0.789,95,54,0.568,26,6,6,21
UTA,POR,W,12,49,13,36,10,5,0.5,42,35,0.833,77,45,0.584,33,7,7,26
UTA,MEM,L,14,56,18,38,14,5,0.357,29,17,0.586,98,54,0.551,39,4,9,32
PHX,DAL,W,19,38,11,27,17,7,0.412,30,24,0.8,88,49,0.557,26,7,8,26
WAS,TOR,W,17,49,17,32,23,10,0.435,35,29,0.829,88,45,0.511,29,8,10,24
