Team,Opponent,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveReboundsThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentageFieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
OKC,MIN,W,13,50,11,39,27,10,0.37,20,19,0.95,113,60,0.531,24,12,7,26
MIN,OKC,L,17,43,11,32,36,14,0.389,36,28,0.778,100,49,0.49,24,6,4,17
ATL,UTA,W,11,64,15,49,19,6,0.316,47,37,0.787,107,48,0.449,29,5,6,30
POR,SAS,W,11,47,7,40,28,15,0.536,24,20,0.833,86,51,0.593,31,5,7,21
UTA,ATL,L,10,64,23,41,21,6,0.286,35,29,0.829,126,49,0.389,28,8,8,38
DEN,MIN,W,16,48,12,36,10,5,0.5,20,14,0.7,89,56,0.629,30,9,4,22
MIA,CHA,W,15,47,5,42,11,7,0.636,31,26,0.839,80,48,0.6,33,10,3,18
SAS,NOH,W,13,40,11,29,18,9,0.5,21,17,0.81,84,51,0.607,31,8,8,21
MEM,SAC,W,11,51,11,40,16,8,0.5,27,20,0.741,92,50,0.543,27,11,9,20
SAS,SAC,W,11,40,9,31,21,8,0.381,31,25,0.806,80,47,0.588,26,7,3,20
MIN,PHX,W,11,39,12,27,22,14,0.636,21,13,0.619,89,50,0.562,30,4,3,22
PHX,POR,W,11,41,9,32,15,7,0.467,19,16,0.842,85,51,0.6,29,4,8,20
PHX,LAL,W,3,36,9,27,29,14,0.483,21,17,0.81,94,47,0.5,26,6,11,15
SAS,CLE,W,13,46,12,34,23,11,0.478,21,18,0.857,81,48,0.593,31,10,5,15
IND,MIL,W,12,49,14,35,12,7,0.583,39,32,0.821,84,43,0.512,19,9,5,20
SAS,POR,W,16,47,8,39,22,12,0.545,21,16,0.762,81,48,0.593,34,11,8,9
DET,SAC,W,10,37,10,27,13,8,0.615,20,16,0.8,86,50,0.581,29,6,2,20
PHX,MIN,L,7,37,10,27,21,9,0.429,29,23,0.793,89,46,0.517,24,7,7,19
OKC,DEN,W,14,44,17,27,28,9,0.321,28,23,0.821,94,46,0.489,20,8,12,19
WAS,POR,W,16,43,12,31,17,9,0.529,23,19,0.826,80,48,0.6,21,8,5,25
UTA,DAL,W,21,53,14,39,28,12,0.429,37,29,0.784,95,41,0.432,30,6,5,28
DEN,GSW,W,16,60,16,44,18,9,0.5,24,18,0.75,88,48,0.545,35,7,9,13
DEN,NJN,W,19,37,7,30,18,11,0.611,30,24,0.8,74,44,0.595,37,13,7,16
NJN,CLE,W,13,53,20,33,26,8,0.308,32,26,0.813,98,44,0.449,21,11,2,22
SAS,ORL,W,6,45,11,34,26,13,0.5,27,23,0.852,83,43,0.518,27,2,3,14
OKC,CHA,W,14,39,6,33,23,10,0.435,26,20,0.769,73,46,0.63,27,8,13,19
MIN,POR,W,14,37,10,27,23,12,0.522,28,24,0.857,80,43,0.538,20,4,3,20
DAL,PHX,W,11,44,10,34,27,14,0.519,18,12,0.667,87,48,0.552,31,7,3,16
DEN,SAC,W,14,48,17,31,13,2,0.154,25,20,0.8,91,50,0.549,29,10,8,18
SAS,LAL,W,16,42,11,31,15,10,0.667,18,17,0.944,77,47,0.61,27,9,5,22
WAS,MIL,W,11,41,9,32,13,7,0.538,25,16,0.64,88,49,0.557,23,6,4,18
DAL,UTA,L,15,41,7,34,34,14,0.412,25,23,0.92,98,42,0.429,21,13,5,31
MIL,CLE,W,6,52,11,41,16,10,0.625,18,11,0.611,88,50,0.568,32,9,3,18
UTA,DEN,W,14,38,11,27,15,7,0.467,29,18,0.621,81,48,0.593,32,10,8,22
NYK,POR,W,20,42,11,31,38,19,0.5,26,16,0.615,80,43,0.538,35,12,0,19
CHI,SAC,W,13,40,9,31,19,9,0.474,26,24,0.923,84,44,0.524,33,6,8,22
ATL,CLE,W,11,36,9,27,24,11,0.458,24,18,0.75,83,46,0.554,31,11,3,17
SAS,DEN,W,16,38,15,23,20,9,0.45,18,14,0.778,89,49,0.551,27,6,5,19
SAS,GSW,W,14,55,19,36,27,12,0.444,43,36,0.837,92,36,0.391,27,6,4,14
ATL,CHA,W,6,39,6,33,19,9,0.474,19,17,0.895,83,47,0.566,32,7,1,20
LAL,GSW,W,15,50,15,35,19,10,0.526,31,22,0.71,82,44,0.537,31,4,7,17
SAC,BOS,W,15,45,9,36,21,9,0.429,21,19,0.905,86,46,0.535,29,12,3,20
MIL,GSW,W,8,54,16,38,22,10,0.455,22,20,0.909,93,45,0.484,33,12,4,19
PHX,UTA,W,13,34,3,31,19,9,0.474,32,23,0.719,78,44,0.564,29,8,6,14
LAC,SAS,W,10,41,9,32,27,14,0.519,24,20,0.833,84,43,0.512,20,7,0,23
GSW,WAS,W,14,47,10,37,23,15,0.652,16,15,0.938,83,45,0.542,27,7,4,24
NYK,CLE,W,8,42,14,28,20,6,0.3,42,28,0.667,85,43,0.506,30,10,6,22
MIA,SAC,W,13,40,9,31,23,10,0.435,23,20,0.87,81,45,0.556,28,8,9,18
PHX,NOH,W,9,35,7,28,15,6,0.4,39,32,0.821,78,41,0.526,22,9,6,16
MIN,HOU,W,18,40,7,33,17,6,0.353,31,28,0.903,74,43,0.581,18,6,3,21
OKC,GSW,W,22,53,19,34,17,4,0.235,37,32,0.865,88,42,0.477,23,8,3,15
MIA,SAS,W,12,33,9,24,26,16,0.615,19,12,0.632,79,46,0.582,24,7,1,19
PHI,WAS,W,12,39,9,30,18,12,0.667,19,14,0.737,85,47,0.553,27,10,2,15
ORL,DET,W,11,44,13,31,28,15,0.536,24,20,0.833,80,42,0.525,28,10,6,17
POR,MIN,W,10,44,13,31,28,9,0.321,20,18,0.9,88,46,0.523,22,3,4,21
SAC,MEM,W,14,47,13,34,17,4,0.235,32,21,0.656,88,47,0.534,28,11,6,21
MIL,NYK,W,17,40,17,23,26,13,0.5,21,16,0.762,93,45,0.484,30,8,5,16
DEN,SAC,W,15,47,12,35,27,11,0.407,35,28,0.8,88,40,0.455,33,9,8,20
MIL,WAS,W,11,46,20,26,25,8,0.32,37,29,0.784,91,41,0.451,30,11,3,19
OKC,BOS,W,14,43,10,33,19,9,0.474,35,26,0.743,84,42,0.5,22,9,3,21
OKC,GSW,W,15,33,8,25,26,11,0.423,21,20,0.952,84,44,0.524,24,9,3,25
GSW,UTA,W,8,47,22,25,24,8,0.333,25,21,0.84,96,45,0.469,23,10,6,22
DEN,NYK,W,21,58,15,43,24,6,0.25,43,31,0.721,98,41,0.418,29,12,4,20
OKC,SAC,W,14,43,12,31,20,9,0.45,36,33,0.917,81,38,0.469,22,5,8,24
DEN,PHX,W,10,38,8,30,13,6,0.462,17,16,0.941,87,48,0.552,25,12,7,17
IND,MIL,W,9,44,14,30,17,7,0.412,32,25,0.781,91,43,0.473,24,7,3,22
NYK,BOS,W,16,36,10,26,32,19,0.594,17,15,0.882,74,42,0.568,28,6,0,26
POR,GSW,W,14,45,12,33,23,10,0.435,28,24,0.857,88,42,0.477,17,8,5,12
DEN,ATL,W,14,43,9,34,20,7,0.35,26,21,0.808,87,45,0.517,30,6,4,20
CLE,HOU,W,14,41,10,31,20,11,0.55,36,29,0.806,82,39,0.476,25,6,4,21
SAS,NYK,W,17,47,10,37,19,7,0.368,25,19,0.76,85,46,0.541,21,8,2,13
WAS,MIL,L,15,43,13,30,24,13,0.542,21,21,1.0,87,42,0.483,24,5,6,24
DEN,OKC,L,16,51,18,33,22,6,0.273,18,14,0.778,101,49,0.485,26,7,6,22
CHI,PHX,W,6,41,12,29,10,5,0.5,24,19,0.792,88,47,0.534,31,9,2,17
MIA,IND,W,13,42,7,35,21,8,0.381,28,26,0.929,80,42,0.525,25,12,1,25
CHA,NYK,W,14,37,7,30,11,7,0.636,21,17,0.81,85,47,0.553,27,9,0,16
UTA,ORL,W,9,44,12,32,8,4,0.5,23,19,0.826,88,47,0.534,24,8,6,15
DAL,HOU,W,12,39,10,29,26,11,0.423,26,24,0.923,79,41,0.519,21,6,1,16
CLE,NJN,L,16,48,17,31,24,12,0.5,25,19,0.76,96,43,0.448,31,8,4,22
SAS,SAC,W,15,42,12,30,20,10,0.5,12,9,0.75,91,49,0.538,28,8,2,21
ORL,TOR,W,9,36,8,28,34,15,0.441,19,14,0.737,81,44,0.543,26,8,5,18
MIN,DEN,W,9,42,18,24,35,12,0.343,15,15,1.0,99,45,0.455,25,6,5,19
ATL,DEN,L,13,39,11,28,29,14,0.483,19,17,0.895,92,43,0.467,30,7,2,19
DEN,HOU,W,6,49,19,30,22,8,0.364,35,23,0.657,97,43,0.443,27,9,4,27
IND,NOH,W,12,44,13,31,19,7,0.368,31,22,0.71,88,44,0.5,18,7,4,20
POR,DEN,W,14,41,10,31,33,15,0.455,12,10,0.833,86,46,0.535,30,11,5,20
DEN,MIA,W,19,37,8,29,25,12,0.48,26,19,0.731,78,43,0.551,26,10,5,19
ORL,GSW,W,10,43,9,34,23,11,0.478,55,36,0.655,68,35,0.515,27,9,4,16
DEN,SAS,L,15,33,10,23,16,8,0.5,26,17,0.654,81,46,0.568,25,9,4,17
