Team,Opponent,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveReboundsThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentageFieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
DET,CHI,W,11,64,19,45,29,8,0.276,46,27,0.587,124,56,0.452,28,7,4,35
MIN,NOP,W,13,43,5,38,28,13,0.464,23,19,0.826,86,56,0.651,41,14,8,20
CHI,DET,L,17,62,20,42,22,5,0.227,44,39,0.886,120,50,0.417,21,5,9,35
SAC,PHX,W,15,46,10,36,23,9,0.391,34,27,0.794,87,53,0.609,30,9,2,23
LAC,HOU,W,13,41,9,32,37,22,0.595,33,24,0.727,91,47,0.516,28,10,6,30
ORL,BKN,W,10,35,5,30,27,14,0.519,19,13,0.684,91,56,0.615,40,11,5,29
BOS,LAC,W,10,43,8,35,33,13,0.394,37,32,0.865,95,47,0.495,34,5,2,33
OKC,ORL,W,21,62,22,40,27,8,0.296,38,31,0.816,110,50,0.455,19,8,9,28
POR,GSW,W,13,48,8,40,30,17,0.567,23,16,0.696,97,52,0.536,28,12,4,21
GSW,POR,W,13,43,11,32,30,18,0.6,22,18,0.818,88,50,0.568,30,5,8,23
ORL,OKC,L,18,49,14,35,33,12,0.364,38,30,0.789,106,47,0.443,25,10,10,31
GSW,PHX,W,24,53,11,42,38,22,0.579,31,21,0.677,81,46,0.568,32,7,9,26
LAC,BOS,L,14,44,9,35,30,12,0.4,50,34,0.68,85,44,0.518,25,7,9,29
GSW,WAS,W,18,49,11,38,41,20,0.488,29,16,0.552,93,49,0.527,35,10,5,24
GSW,NOP,W,10,38,3,35,30,17,0.567,35,25,0.714,84,46,0.548,26,10,4,24
SAC,DAL,W,11,41,6,35,20,9,0.45,30,22,0.733,82,51,0.622,32,11,3,18
MIN,WAS,W,14,42,8,34,26,8,0.308,22,22,1.0,96,51,0.531,33,9,2,22
DAL,POR,W,16,50,8,42,25,15,0.6,23,19,0.826,89,49,0.551,31,7,8,21
MIN,BKN,W,12,30,4,26,18,10,0.556,22,18,0.818,76,52,0.684,36,8,8,26
GSW,CLE,W,8,37,6,31,40,19,0.475,27,21,0.778,85,46,0.541,33,7,2,25
HOU,LAC,L,14,52,16,36,32,11,0.344,52,33,0.635,88,44,0.5,31,8,5,28
