Team,Opponent,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveReboundsThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentageFieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
PHX,MIN,W,7,47,16,31,31,15,0.484,29,27,0.931,98,55,0.561,37,7,4,26
SAS,GSW,W,10,53,14,39,18,6,0.333,32,17,0.531,96,62,0.646,39,3,7,16
ATL,TOR,W,9,51,15,36,21,11,0.524,39,31,0.795,88,52,0.591,37,5,6,26
GSW,MIN,W,12,38,11,27,23,12,0.522,38,30,0.789,91,52,0.571,36,22,9,19
PHI,NYK,W,16,49,10,39,8,3,0.375,42,36,0.857,84,51,0.607,20,8,3,26
UTA,OKC,W,16,43,16,27,21,12,0.571,37,30,0.811,94,49,0.521,29,7,2,31
OKC,UTA,L,18,43,13,30,30,13,0.433,41,36,0.878,90,45,0.5,27,7,11,27
NOH,GSW,W,16,44,15,29,22,10,0.455,24,17,0.708,92,54,0.587,38,8,1,18
MEM,MIN,W,9,45,11,34,23,11,0.478,16,14,0.875,94,55,0.585,33,10,6,17
DEN,GSW,W,15,57,18,39,14,3,0.214,32,28,0.875,95,52,0.547,30,5,9,24
SAS,MIN,W,14,39,9,30,26,14,0.538,38,25,0.658,81,47,0.58,30,12,4,25
IND,HOU,W,14,49,11,38,26,14,0.538,27,21,0.778,85,49,0.576,28,10,6,18
PHX,GSW,W,22,50,11,39,23,13,0.565,39,30,0.769,84,45,0.536,29,4,0,25
UTA,HOU,W,17,39,5,34,25,14,0.56,26,15,0.577,77,52,0.675,36,5,7,31
DEN,MEM,W,12,31,9,22,17,9,0.529,37,30,0.811,85,47,0.553,36,9,6,23
PHX,NYK,W,14,56,17,39,21,8,0.381,32,24,0.75,90,50,0.556,30,7,2,16
UTA,CHI,W,11,42,14,28,20,12,0.6,39,30,0.769,83,45,0.542,34,11,3,21
GSW,LAC,W,13,42,6,36,22,13,0.591,28,21,0.75,79,49,0.62,36,7,2,21
NYK,MIN,W,13,44,11,33,40,17,0.425,25,21,0.84,93,47,0.505,32,10,7,20
NYK,IND,W,9,55,13,42,30,12,0.4,23,20,0.87,96,50,0.521,26,10,5,10
GSW,PHX,W,20,40,11,29,11,4,0.364,37,32,0.865,84,48,0.571,26,12,2,21
TOR,NYK,W,11,33,4,29,14,7,0.5,25,20,0.8,80,52,0.65,28,9,5,20
GSW,PHX,L,12,35,8,27,27,9,0.333,37,30,0.811,92,46,0.5,24,11,5,29
GSW,NOH,W,14,32,6,26,27,13,0.481,26,24,0.923,87,47,0.54,32,14,3,25
GSW,NOH,L,13,23,4,19,25,13,0.52,21,18,0.857,85,50,0.588,26,9,3,23
LAL,DAL,W,12,44,6,38,24,14,0.583,16,13,0.813,82,52,0.634,33,6,6,21
SAS,TOR,W,6,41,16,25,28,14,0.5,44,33,0.75,87,42,0.483,28,3,6,22
GSW,SAC,W,10,48,9,39,24,12,0.5,21,18,0.857,97,50,0.515,30,10,2,18
IND,TOR,W,15,46,9,37,24,9,0.375,35,33,0.943,84,44,0.524,24,6,7,27
ATL,NJN,W,13,51,16,35,17,11,0.647,29,21,0.724,92,49,0.533,32,12,3,17
LAL,GSW,W,8,49,7,42,22,11,0.5,24,17,0.708,94,51,0.543,30,8,7,18
DAL,HOU,W,12,36,7,29,17,9,0.529,14,11,0.786,84,55,0.655,33,14,8,18
DEN,TOR,W,12,33,3,30,17,7,0.412,35,27,0.771,78,48,0.615,34,9,7,26
MIL,GSW,W,14,46,15,31,24,14,0.583,30,19,0.633,91,48,0.527,21,5,4,22
DAL,TOR,W,9,42,6,36,20,10,0.5,21,13,0.619,85,53,0.624,32,11,3,19
TOR,PHI,W,20,42,11,31,24,11,0.458,34,27,0.794,80,45,0.563,31,4,3,21
GSW,NYK,W,11,40,8,32,21,7,0.333,19,13,0.684,94,54,0.574,26,12,5,16
UTA,GSW,W,17,57,14,43,19,8,0.421,38,28,0.737,87,46,0.529,37,9,5,31
GSW,MEM,W,20,45,13,32,24,10,0.417,27,22,0.815,88,48,0.545,30,10,4,22
NYK,DAL,W,8,42,9,33,30,16,0.533,17,12,0.706,89,50,0.562,28,8,5,19
NYK,DET,W,9,44,8,36,23,12,0.522,26,22,0.846,85,47,0.553,31,9,2,19
DAL,NYK,W,10,45,10,35,22,12,0.545,17,16,0.941,86,50,0.581,25,10,2,17
MEM,PHX,W,9,49,16,33,15,8,0.533,25,18,0.72,96,51,0.531,25,7,5,20
DEN,NYK,W,11,43,11,32,19,10,0.526,35,28,0.8,84,45,0.536,30,6,8,25
NJN,CHI,W,11,55,13,42,21,5,0.238,32,24,0.75,105,49,0.467,26,9,5,24
ATL,GSW,W,9,47,19,28,18,9,0.5,40,30,0.75,83,44,0.53,27,8,3,26
PHX,LAC,W,14,50,13,37,23,12,0.522,31,25,0.806,81,45,0.556,36,9,6,14
DEN,GSW,W,16,56,19,37,27,16,0.593,28,17,0.607,92,47,0.511,29,7,4,25
HOU,MIL,W,17,43,5,38,23,16,0.696,37,27,0.73,72,42,0.583,25,6,7,21
DEN,DAL,W,17,47,10,37,18,11,0.611,23,20,0.87,79,48,0.608,28,9,2,19
DAL,GSW,W,16,39,6,33,22,12,0.545,46,41,0.891,71,37,0.521,33,8,1,19
MIL,MIN,W,15,45,9,36,23,11,0.478,21,18,0.857,86,49,0.57,36,7,7,26
PHX,GSW,L,21,36,11,25,31,14,0.452,27,19,0.704,88,47,0.534,20,10,3,27
OKC,WAS,W,17,42,12,30,21,11,0.524,33,28,0.848,82,44,0.537,18,14,5,23
SAC,MEM,W,13,40,10,30,25,14,0.56,36,23,0.639,93,45,0.484,26,8,10,22
NYK,PHI,L,14,31,11,20,41,14,0.341,24,19,0.792,100,47,0.47,27,9,5,33
DAL,SAC,W,11,36,7,29,21,13,0.619,34,29,0.853,79,42,0.532,27,9,7,20
ORL,PHI,W,11,35,6,29,23,15,0.652,25,21,0.84,77,45,0.584,22,5,7,14
CLE,TOR,W,15,42,12,30,29,11,0.379,36,31,0.861,82,42,0.512,29,6,3,25
DEN,LAL,W,13,41,8,33,22,15,0.682,21,15,0.714,84,48,0.571,25,9,4,21
LAL,LAC,W,7,40,7,33,22,10,0.455,41,34,0.829,82,41,0.5,28,7,7,18
ORL,GSW,W,16,38,7,31,26,12,0.462,41,36,0.878,74,39,0.527,25,8,4,29
NYK,PHX,W,12,50,19,31,31,14,0.452,27,18,0.667,95,47,0.495,31,12,7,24
GSW,IND,W,22,36,4,32,19,8,0.421,34,28,0.824,80,45,0.563,25,15,1,26
PHX,MEM,W,8,29,7,22,17,9,0.529,18,13,0.722,84,52,0.619,27,7,6,21
ORL,PHI,W,12,39,8,31,25,11,0.44,20,16,0.8,82,49,0.598,21,4,2,18
HOU,DEN,W,10,38,8,30,16,7,0.438,35,28,0.8,79,45,0.57,23,4,1,22
DEN,MEM,W,8,38,11,27,22,9,0.409,20,16,0.8,85,50,0.588,22,3,7,25
DAL,MIN,W,9,39,9,30,21,7,0.333,26,22,0.846,96,48,0.5,29,11,3,24
PHX,LAC,W,12,40,8,32,19,9,0.474,26,20,0.769,84,48,0.571,29,5,2,16
IND,HOU,W,14,46,11,35,20,11,0.55,31,22,0.71,93,46,0.495,17,9,5,23
MEM,PHX,W,17,42,10,32,19,9,0.474,32,26,0.813,89,45,0.506,22,7,8,15
CHA,PHX,W,10,47,13,34,15,10,0.667,27,23,0.852,91,46,0.505,28,12,5,20
NYK,DEN,L,9,40,16,24,31,13,0.419,31,22,0.71,92,45,0.489,29,5,3,25
GSW,MIL,L,11,31,2,29,20,8,0.4,28,25,0.893,82,46,0.561,23,9,3,24
ATL,DEN,W,8,44,8,36,19,8,0.421,30,27,0.9,87,45,0.517,30,4,9,33
ORL,TOR,W,9,37,14,23,32,17,0.531,41,36,0.878,82,36,0.439,24,11,5,23
DET,PHI,W,10,33,8,25,17,8,0.471,29,22,0.759,75,47,0.627,27,14,1,18
LAL,GSW,W,24,56,14,42,20,6,0.3,42,34,0.81,75,42,0.56,25,4,8,14
